,ad,dataset,c_type,n_cell,cell_times,seq_depth,method,metric,evaluation,fig_path,hyper_para
97,path,human_pancreas_norm_complexBatch,acinar,5,0,5000,scgen,nmi,0.0,immuneacinar_5_0_5000_5,5
98,path,human_pancreas_norm_complexBatch,acinar,5,0,5000,scgen,ari,0.0,immuneacinar_5_0_5000_5,5
99,path,human_pancreas_norm_complexBatch,acinar,5,0,5000,scgen,pcr,0.5187450617316411,immuneacinar_5_0_5000_50,50
100,path,human_pancreas_norm_complexBatch,acinar,5,0,5000,scgen,nmi,0.0,immuneacinar_5_0_5000_50,50
101,path,human_pancreas_norm_complexBatch,acinar,5,0,5000,scgen,ari,0.0,immuneacinar_5_0_5000_50,50
102,path,human_pancreas_norm_complexBatch,acinar,5,0,5000,scgen,pcr,0.45363335258382986,immuneacinar_5_0_5000_100,100
103,path,human_pancreas_norm_complexBatch,acinar,5,0,5000,scgen,nmi,0.0,immuneacinar_5_0_5000_100,100
104,path,human_pancreas_norm_complexBatch,acinar,5,0,5000,scgen,ari,0.0,immuneacinar_5_0_5000_100,100
105,path,human_pancreas_norm_complexBatch,alpha,0,0,10000,scgen,pcr,0.6569421280777495,immunealpha_0_0_10000_5,5
106,path,human_pancreas_norm_complexBatch,alpha,0,0,10000,scgen,nmi,0.0,immunealpha_0_0_10000_5,5
107,path,human_pancreas_norm_complexBatch,alpha,0,0,10000,scgen,ari,0.0,immunealpha_0_0_10000_5,5
108,path,human_pancreas_norm_complexBatch,alpha,0,0,10000,scgen,pcr,0.710261566617256,immunealpha_0_0_10000_50,50
109,path,human_pancreas_norm_complexBatch,alpha,0,0,10000,scgen,nmi,0.0,immunealpha_0_0_10000_50,50
110,path,human_pancreas_norm_complexBatch,alpha,0,0,10000,scgen,ari,0.0,immunealpha_0_0_10000_50,50
111,path,human_pancreas_norm_complexBatch,alpha,0,0,10000,scgen,pcr,0.01647760521392727,immunealpha_0_0_10000_100,100
112,path,human_pancreas_norm_complexBatch,alpha,0,0,10000,scgen,nmi,0.0,immunealpha_0_0_10000_100,100
113,path,human_pancreas_norm_complexBatch,alpha,0,0,10000,scgen,ari,0.0,immunealpha_0_0_10000_100,100
114,path,human_pancreas_norm_complexBatch,beta,5,0,5000,scgen,pcr,0.0,immunebeta_5_0_5000_5,5
115,path,human_pancreas_norm_complexBatch,beta,5,0,5000,scgen,nmi,0.0,immunebeta_5_0_5000_5,5
